Symbol,Name,Country,IPO Year,Volume,Sector,Industry
MAGN,Magnera Corporation Common Stock,United States,2000,252211,Basic Materials,Paper
MAIA,MAIA Biotechnology Inc. Common Stock,,2022,105477,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Main Street Capital Corporation Common Stock,United States,2007,458424,Finance,Finance/Investors Services
MAMA,Mama's Creations Inc. Common Stock,United States,,1206981,Consumer Staples,Specialty Foods
MAMO,Massimo Group Common Stock,United States,2024,16541,Consumer Discretionary,Industrial Specialties
MAN,ManpowerGroup Common Stock,United States,,560657,Consumer Discretionary,Professional Services
MANH,Manhattan Associates Inc. Common Stock,United States,1998,871354,Technology,Computer Software: Prepackaged Software
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,2012,156936,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAPS,WM Technology Inc. Class A Common Stock ,United States,2019,375356,Technology,Computer Software: Prepackaged Software
MAPSW,WM Technology Inc. Warrants ,United States,2019,16792,Technology,Computer Software: Prepackaged Software
MAR,Marriott International Class A Common Stock,United States,,926260,Consumer Discretionary,Hotels/Resorts
MARA,MARA Holdings Inc. Common Stock,United States,,50800171,Technology,EDP Services
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States,,5560,Energy,Oil & Gas Production
MAS,Masco Corporation Common Stock,United States,,1280025,Industrials,Industrial Specialties
MASI,Masimo Corporation Common Stock,United States,2007,439871,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASK,3 E Network Technology Group Ltd Class A Ordinary Shares,China,2025,63672,,
MASS,908 Devices Inc. Common Stock,United States,2020,742710,Industrials,Industrial Machinery/Components
MAT,Mattel Inc. Common Stock,United States,,2493774,Consumer Discretionary,Recreational Games/Products/Toys
MATH,Metalpha Technology Holding Limited Ordinary Shares,China,2017,488557,Finance,Finance/Investors Services
MATV,Mativ Holdings Inc. Common Stock,United States,,570737,Basic Materials,Paper
MATW,Matthews International Corporation Class A Common Stock,United States,1994,227004,Telecommunications,Metal Fabrications
MATX,Matson Inc. Common Stock,United States,,299785,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,,36869,Finance,Finance Companies
MAX,MediaAlpha Inc. Class A Common Stock,United States,2020,219463,Consumer Discretionary,Business Services
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Singapore,,60148,Technology,Semiconductors
MAYA,Maywood Acquisition Corp. Class A Ordinary Shares,United States,2025,78,,
MAYS,J. W. Mays Inc. Common Stock,United States,,32,Real Estate,Building operators
MAZE,Maze Therapeutics Inc. Common Stock,United States,2025,95616,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MB,MasterBeef Group Ordinary Shares,Hong Kong,2025,26071,Consumer Discretionary,Restaurants
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,United States,2024,416270,,
MBAVU,M3-Brigade Acquisition V Corp. Units,United States,2024,744,Finance,Blank Checks
MBAVW,M3-Brigade Acquisition V Corp. Warrant,United States,2024,186901,Finance,Blank Checks
MBBC,Marathon Bancorp Inc. Common Stock,United States,,7118,Finance,Banks
MBC,MasterBrand Inc. Common Stock,United States,2022,926652,Consumer Discretionary,Home Furnishings
MBCN,Middlefield Banc Corp. Common Stock,United States,,10242,Finance,Major Banks
MBI,MBIA Inc. Common Stock,United States,1987,188730,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp Common Stock,United States,2017,105458,Finance,Major Banks
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,United States,,39948,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,United States,,4851,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,United States,,4502,Finance,Major Banks
MBIO,Mustang Bio Inc. Common Stock,United States,,64854,Health Care,Biotechnology: Pharmaceutical Preparations
MBLY,Mobileye Global Inc. Class A Common Stock,Israel,2022,2294835,Technology,Computer Software: Prepackaged Software
MBNKO,Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series G par value $1.00 per share,United States,,6507,Finance,Commercial Banks
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,2019,3025,Finance,Commercial Banks
MBOT,Microbot Medical Inc. Common Stock,Israel,,1635920,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,Moleculin Biotech Inc. Common Stock,United States,2016,11041776,Health Care,Biotechnology: Pharmaceutical Preparations
MBUU,Malibu Boats Inc. Class A Common Stock,United States,2014,151600,Industrials,Marine Transportation
MBWM,Mercantile Bank Corporation Common Stock,United States,1998,28411,Finance,Major Banks
MBX,MBX Biosciences Inc. Common Stock,United States,2024,222064,Health Care,Biotechnology: Pharmaceutical Preparations
MC,Moelis & Company Class A Common Stock,United States,2014,763047,Finance,Investment Managers
MCB,Metropolitan Bank Holding Corp. Common Stock,United States,2017,52404,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,United States,2019,30276,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,,2069514,Consumer Discretionary,Restaurants
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,2015,98426,Industrials,Marine Transportation
MCHP,Microchip Technology Incorporated Common Stock,United States,1993,9192728,Technology,Semiconductors
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,United States,,195991,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,United States,2004,174395,Consumer Discretionary,Business Services
MCI,Barings Corporate Investors Common Stock,United States,,23256,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,United States,,644591,Health Care,Other Pharmaceuticals
MCN,XAI Madison Equity Premium Income Fund Common Shares,United States,2004,27709,,
MCO,Moody's Corporation Common Stock,United States,,565808,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust Common Stock,United States,1989,28370,Finance,Trusts Except Educational Religious and Charitable
MCRB,Seres Therapeutics Inc. Common Stock,United States,2015,62725,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,1993,49644,Consumer Discretionary,Hotels/Resorts
MCRP,Micropolis Holding Company Ordinary Shares,,2025,339653,,
MCS,Marcus Corporation (The) Common Stock,United States,,187662,Consumer Discretionary,Movies/Entertainment
MCTR,CTRL Group Limited Ordinary Shares,Hong Kong,2025,17459684,,
MCVT,Mill City Ventures III Ltd. Common Stock,United States,,5209,Finance,Finance Companies
MCW,Mister Car Wash Inc. Common Stock,United States,,1694673,Consumer Discretionary,Automotive Aftermarket
MCY,Mercury General Corporation Common Stock,United States,,190385,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group Inc. Common Stock,United States,,545862,Health Care,Hospital/Nursing Management
MDAI,Spectral AI Inc. Class A Common Stock,United States,2021,234292,Health Care,Medical/Dental Instruments
MDAIW,Spectral AI Inc. Warrants,United States,2021,9887,Health Care,Medical/Dental Instruments
MDB,MongoDB Inc. Class A Common Stock,United States,2017,6372138,Technology,Computer Software: Prepackaged Software
MDBH,MDB Capital Holdings LLC Class A common,United States,2023,1638,Finance,Finance: Consumer Services
MDCX,Medicus Pharma Ltd. Common Stock  ,Canada,,367807,,
MDCXW,Medicus Pharma Ltd. Warrant,Canada,,1300,,
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,2007,227920,Health Care,Biotechnology: Pharmaceutical Preparations
MDIA,Mediaco Holding Inc. Class A Common Stock ,United States,,6048,Consumer Discretionary,Broadcasting
MDLZ,Mondelez International Inc. Class A Common Stock,United States,,5977968,Consumer Staples,Packaged Foods
MDRR,Medalist Diversified REIT Inc. Common Stock,United States,2018,7999,Real Estate,Real Estate Investment Trusts
MDT,Medtronic plc. Ordinary Shares,United States,,9070651,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,,917511,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,Modiv Industrial Inc. Class C Common Stock,,2022,26826,Real Estate,Real Estate Investment Trusts
MDV^A,Modiv Industrial Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,,,2055,,
MDWD,MediWound Ltd. Ordinary Shares,Israel,2014,42836,Health Care, Medicinal Chemicals and Botanical Products 
MDXG,MiMedx Group Inc Common Stock,United States,,402674,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,MDxHealth SA Ordinary Shares,Belgium,2021,103833,Health Care,Medical Specialities
MEC,Mayville Engineering Company Inc. Common Stock,United States,2019,125808,Industrials,Industrial Specialties
MED,MEDIFAST INC Common Stock,United States,,237405,Consumer Staples,Packaged Foods
MEDP,Medpace Holdings Inc. Common Stock,United States,2016,395863,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEG,Montrose Environmental Group Inc. Common Stock,United States,2020,212542,Consumer Discretionary,Professional Services
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,United States,2021,153146,Finance,Investment Managers
MEGL,Magic Empire Global Limited Class A Ordinary Shares,Hong Kong,2022,45405,Finance,Finance: Consumer Services
MEI,Methode Electronics Inc. Common Stock,United States,,249520,Technology,Electrical Products
MEIP,MEI Pharma Inc. Common Stock,United States,2003,3130,Health Care,Biotechnology: Pharmaceutical Preparations
MELI,MercadoLibre Inc. Common Stock,Argentina,2007,291794,Consumer Discretionary,Business Services
MEOH,Methanex Corporation Common Stock,Canada,,278864,Industrials,Major Chemicals
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States,,48892,,
MERC,Mercer International Inc. Common Stock,Canada,,217568,Basic Materials,Paper
MESA,Mesa Air Group Inc. Common Stock,United States,2018,60902,Consumer Discretionary,Air Freight/Delivery Services
MESO,Mesoblast Limited American Depositary Shares,Australia,2015,189480,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,MetLife Inc. Common Stock,United States,2000,2235463,Finance,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States,,46711,,
MET^E,MetLife Inc. Depositary Shares ,United States,,51607,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States,,603036,,
META,Meta Platforms Inc. Class A Common Stock,United States,2012,14012233,Technology,Computer Software: Programming Data Processing
METC,Ramaco Resources Inc. Class A Common Stock,United States,2017,1033390,Energy,Coal Mining
METCB,Ramaco Resources Inc. Class B Common Stock,United States,,40445,Energy,Coal Mining
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,United States,,643,Energy,Coal Mining
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,United States,,3696,Energy,Coal Mining
MFA,MFA Financial Inc.,United States,,625269,Real Estate,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,United States,,14646,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,13607,,
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,United States,2024,26187,Real Estate,Real Estate Investment Trusts
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,United States,2024,17637,Real Estate,Real Estate Investment Trusts
MFC,Manulife Financial Corporation Common Stock,Canada,,1239838,Finance,Life Insurance
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,,1423331,Finance,Major Banks
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,China,2015,91686,Finance,Finance: Consumer Services
MFI,mF International Limited Class A Ordinary Shares,Hong Kong,2024,14245381,Technology,EDP Services
MFIC,MidCap Financial Investment Corporation Common Stock,United States,2004,311154,Finance,Finance/Investors Services
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,United States,,6548,Finance,Finance/Investors Services
MFIN,Medallion Financial Corp. Common Stock,United States,,25812,Finance,Finance: Consumer Services
MFM,MFS Municipal Income Trust Common Stock,United States,1986,161608,Finance,Finance Companies
MG,Mistras Group Inc Common Stock,United States,2009,171234,Consumer Discretionary,Military/Government/Technical
MGA,Magna International Inc. Common Stock,Canada,,909267,Consumer Discretionary,Auto Parts:O.E.M.
MGEE,MGE Energy Inc,United States,,86520,Energy,Electric Utilities: Central
MGF,MFS Government Markets Income Trust Common Stock,United States,1987,31333,Finance,Trusts Except Educational Religious and Charitable
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,1991,29568,Technology,Computer Software: Prepackaged Software
MGIH,Millennium Group International Holdings Limited Ordinary Shares,Hong Kong,2023,6097,Consumer Discretionary,Publishing
MGLD,The Marygold Companies Inc. Common Stock,,2022,15872,Finance,Finance: Consumer Services
MGM,MGM Resorts International Common Stock,United States,,3640399,Consumer Discretionary,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,United States,,1150087,Technology,Computer Software: Programming Data Processing
MGNX,MacroGenics Inc. Common Stock,United States,2013,396155,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,MGP Ingredients Inc.,United States,,310784,Consumer Staples,Beverages (Production/Distribution)
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,2019,25136,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,2020,28442,Finance,Investment Managers
MGRC,McGrath RentCorp Common Stock,United States,1984,86325,Consumer Discretionary,Diversified Commercial Services
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States,2021,9671,Finance,Investment Managers
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,United States,2024,22815,Finance,Investment Managers
MGRM,Monogram Technologies Inc. Common Stock,United States,2023,25090,Health Care,Medical/Dental Instruments
